output_length	domain	context	summary
single	culture	문화, 단문장, 요약 : 화자1]우리나라 '농악'이 유네스코가 지정하는 '인류무형문화유산'에 정식 등재되었습니다. 한국전통 문화의 산실이자 가장 오래된 공동체 예술인 농악은 아리랑 및 김장 문화에 이어 17번째로 유네스코 인류무형문화유산에 등재되었습니다. 농악이 등재된 가장 큰 이유는 인류를 위해 보호되어야할 가장 보편적인 가치인 '마을공동체 사상과 정신이 키워온 종합예술'이라는 덕목입니다. 화자2]이 경사스런 날에 맞춰 다큐멘터리 '세상에서 가장 신 나는 축제, 농악'이 오늘 저녁 07시30분 KBS1 TV에서 방송됩니다. 화자1]농악의 유네스코 등재를 앞두고, 그리고 방송을 앞두고 어제(27일) 오전, 서울 필동 한국의 집에서는 '세상에서 가장 신 나는 축제,농악'의 제작진이 참석한 가운데 기자간담회가 열렸습니다. 이 프로그램은 국민들에게 농악의 가치를 알리고, 농악에 대한 관심을 환기시키기 위해 한국문화재재단이 야심 차게 준비한 특별프로그램이입니다. 화자2]이 프로그램에서는 국내외 젊은이들로 구성된 6명의 농악원정대를 구성하고, 그들이 농악을 배우는 과정을 담습니다. 개그맨에서 방송인으로 무한활동을 펼치고 있는 호주출신의 샘 해밍턴, 록커출신 손진영, 아이돌을 꿈꾸는 이탈리안 마르코, 프랑스인 사라, 1세대 랩퍼 피타입, 그리고 한국전통무용수 정송희, 이렇게 6명이 전북 임실의 필봉마을에서 농악을 전수받습니다. 화자1]몸이 마음대로 움직여주지 않아 고역인 이들이 점차 농악의 매력에 빠져 듭니다. 스승에게서 전수받은 전통농악에 자신들의 재능을 조합해 농악과의 콜라보도 시도하는데... 화자2]어울릴 것 같지 않은 이방인과 랩퍼까지 매료시키는 신 나는 농악 가락을 만나볼 수 있습니다. 화자1]한편, 지난24일부터 프랑스 파리에서 열린 제9차 유네스코 무형문화유산보호를 위한 정부간위원회에서 우리나라 '농악'이 인류무형문화유산 대표목록 등재가 최종 결정됐습니다. 우리나라는 이번 농악의 등재 결정으로 아리랑(2012), 김장문화(2013) 등 총 17개의 인류무형문화유산을 보유하게 됐습니다. 한편 이번 심사에서는 ‘북한의 아리랑’도 북한 최초로 무형문화유산으로 등재됐는데, 등재된 ‘북한의 아리랑’은 평양, 평안남도, 황해남도, 강원도, 함경북도, 자강도 지역의 아리랑을 포함하고 있습니다. 우리나라는 제7차 정부간위원회에서 ‘대한민국의 아리랑’을 등재한 바 있습니다. 화자2]이번 프로그램을 제작한 한국문화재재단은 앞으로도 농악보호제도의 운용과 문화유산을 진흥시키기 위해 계속 노력해 나갈 것이며, 그 일환으로 KBS와 함께 문화유산에 대한 국민들의 관심도를 높이기 위한 다양한 협렵사업을 추진할 예정이라고 밝혔습니다.	농악이 유네스코 무형문화유산에 등재됐고, KBS1 '세상에서 가장 신나는 축제, 농악'의 기자간담회가 열렸다.
single	culture	문화, 단문장, 요약 : 화자1]'이때 숙종의 나이 14세였는데, 온 조정에서 두려워 떨지 않는 사람이 없었다'. 화자2]오늘(6일) 방송되는 KBS 1TV '역사저널 그날'에서는 우리가 몰랐던 숙종의 참 모습이 밝혀집니다. 1674년, 14살의 나이로 왕위에 오른 숙종. 즉위 한 달 후 숙종은 아버지 현종의 업적을 기리기 위한 행장(행장)을 짓게 합니다. 하지만 완성된 행장은 곧 조정의 뜨거운 감자가 됩니다. 문제가 된 것은 행장에 기록된 송시열의 행적. 송시열은 효종과 현종의 스승이자 당대 서인 세력의 영수로 정치, 사상계의 거물입니다. 모두가 송시열의 눈치를 보는 가운데, 숙종은 집요하게 송시열의 잘못을 기록할 것을 요구합니다. 송시열을 비호하던 서인 세력은 강하게 반발하고, 그 결과 인조반정 이후 50년 간 잡고 있던 권력을 잃게 됩니다. 화자1]조선 후기의 역사를 관통하는 중요한 주제인 당쟁사(당쟁사). 서인과 남인의 정권이 급격하게 바뀌었던 환국(환국)의 중심에는 숙종이 있었습니다. 숙종은 치열한 당쟁 속에서 강력한 카리스마로 자신의 의지를 관철시키며 많은 업적을 남겼습니다. 백두산에 정계비를 세워 청나라와의 국경선을 확정 짓고, 대동법을 전국적으로 시행해 상공업 사회로 나가는 발판을 마련하기도 했습니다. 14살 어린 나이로 즉위해 강력한 신권을 상대로 뛰어난 정치력을 보인 숙종. 치마폭에 가려 보이지 않았던 숙종의 진면목이 드러납니다. 화자2]한편, 당쟁의 시대 필요에 따라 당파를 넘나들며 강력한 왕권을 구축했던 왕 숙종의 이야기는 오늘 밤 09시40분 KBS 1TV를 통해 펼쳐집니다.	'역사 저널 그날'에서 14세 어린 나이에 즉위해 뛰어난 정치력으로 왕권을 굳건히 세운 숙종의 이야기를 방송한다.
20per	culture	문화, 이할문장, 요약 : 화자1]'이때 숙종의 나이 14세였는데, 온 조정에서 두려워 떨지 않는 사람이 없었다'. 화자2]오늘(6일) 방송되는 KBS 1TV '역사저널 그날'에서는 우리가 몰랐던 숙종의 참 모습이 밝혀집니다. 1674년, 14살의 나이로 왕위에 오른 숙종. 즉위 한 달 후 숙종은 아버지 현종의 업적을 기리기 위한 행장(행장)을 짓게 합니다. 하지만 완성된 행장은 곧 조정의 뜨거운 감자가 됩니다. 문제가 된 것은 행장에 기록된 송시열의 행적. 송시열은 효종과 현종의 스승이자 당대 서인 세력의 영수로 정치, 사상계의 거물입니다. 모두가 송시열의 눈치를 보는 가운데, 숙종은 집요하게 송시열의 잘못을 기록할 것을 요구합니다. 송시열을 비호하던 서인 세력은 강하게 반발하고, 그 결과 인조반정 이후 50년 간 잡고 있던 권력을 잃게 됩니다. 화자1]조선 후기의 역사를 관통하는 중요한 주제인 당쟁사(당쟁사). 서인과 남인의 정권이 급격하게 바뀌었던 환국(환국)의 중심에는 숙종이 있었습니다. 숙종은 치열한 당쟁 속에서 강력한 카리스마로 자신의 의지를 관철시키며 많은 업적을 남겼습니다. 백두산에 정계비를 세워 청나라와의 국경선을 확정 짓고, 대동법을 전국적으로 시행해 상공업 사회로 나가는 발판을 마련하기도 했습니다. 14살 어린 나이로 즉위해 강력한 신권을 상대로 뛰어난 정치력을 보인 숙종. 치마폭에 가려 보이지 않았던 숙종의 진면목이 드러납니다. 화자2]한편, 당쟁의 시대 필요에 따라 당파를 넘나들며 강력한 왕권을 구축했던 왕 숙종의 이야기는 오늘 밤 09시40분 KBS 1TV를 통해 펼쳐집니다.	'역사 저널 그날'에서 14세 어린 나이에 즉위한 숙종의 이야기를 방송한다. 숙종은 조선 후기 역사 속 당쟁사의 중심에서 뛰어난 정치력을 보이며 강력한 신권 속에서도 왕권을 굳건히 세우면서 많은 업적을 쌓았다. 백두산에 정계비를 세우며, 대동법의 시행으로 상공업 사회의 밑거름을 마련하기도 했다.
single	culture	문화, 단문장, 요약 : 화자1]두 마리의 거대한 바다뱀의 공격을 받아 죽은 트로이의 라오콘과 그의 두 아들의 모습이 생생하게 조각된 기원전 1세기 작품 ‘라오콘 군상’, 미켈란젤로의 예술작품에 심대한 영향을 끼친 아테네 조각가 아폴로니오스의 작품 ‘벨베데레의 토르소’, 성모 마리아가 숨이 멎은 예수를 안고 있는 미켈란젤로의 피에타상, 그리고 시스티나 성당의 천장 프레스코화 ‘아담의 창조’까지. 이 모든 인류문화의 보고가 어디에 있을까. 바로 바티칸의 박물관에 있습니다. 바티칸박물관은 로마 교황청 바티칸궁 내의 기념물, 박물관, 회화관 등을 아우르는 명칭입니다. 24개의 미술관과 1400실에 이르는 방을 보유한 엄청난 규모의 전시공간입니다. 1506년 당시 교황 율리우스2세가 건립하여 지난 500년 동안 경이로운 보물들을 차곡차곡 채워 넣었습니다. 바로 그 바티칸 박물관의 위대한 걸작들을 한국에서 만나볼 수 있습니다. 이번엔 전시회가 아니라 영화를 통해서입니다. 화자2]65분짜리 다큐멘터리 ‘바티칸 뮤지엄 3D'입니다. 3D로 제작되었기에 훨씬 생생한 감동을 느낄 수 있을 것입니다. 지난 5일(월) 오전, 서울 왕십리CGV에서는 ‘바티칸 뮤지엄3D'의 기자시사회가 열렸습니다. 영화가 공개된 뒤 우리말 내레이션을 담당한 탤런트 채시라와의 기자간담회가 이어졌습니다. 화자1]이날 기자간담회 서두에 채시라는 '고조할아버지께서 고종황제의 어진을 그린 채용신 화백입니다. 그래서 그런지 어릴적부터 그림에 관심이 많았다'며 특별한 인연을 소개했습니다. '평소 미술, 특히 서양미술사에 대한 관심이 컸고 직접 영화를 보니 바티칸 박물관을 실제로 둘러보는 듯한 느낌이 드는 대단한 작품이라는 생각이 들어 (내레이션 작업에) 응하게 되었습니다. 저를 포함한 많은 엄마들이 겨울방학 때 아이들에게 로마에 가지 않고도 바티칸을 경험할 수 있는 좋은 기회를 줄 수 있을 것입니다.'고 전했습니다. 화자2]작품에서 소장품을 소개하는 안토니오 파올루치 바티칸박물관장은 '바티칸 뮤지엄(The Vatican Museums)의 영어명칭에는 복수형 ‘-s'이 붙습니다.'며 세게 3대 박물관으로서 레오나르도 다 빈치, 미켈란젤로, 라파엘로, 반 고흐, 샤갈, 달리까지 인류문화역사의 위대한 걸작들을 한 자리에서 실감 나게 만날 볼 수 있다'고 소개했습니다. 화자1]‘바티칸 뮤지엄’은 3D 입체영상일 뿐만 아니라 울트라 고화질(UHD) 4K로 카메라로 찍어서 그 어느 때보다도 선명하고 생생한 화질을 만끽할 수 있습니다. 특히 르네상스의 천재화가 라파엘로가 그린 벽화 ‘아테네 학당’이나 미켈란젤로 평생의 역작인 시스티나 성당의 천장과 벽을 꾸민 프레스코화 ‘아담의 창조’, ‘최후의 심판’ 등을 3차원 입체화면으로 감상하는 특별한 경험도 할 수 있습니다. 화자2]‘바티칸 뮤지엄3D'는 내일 개봉됩니다.	인류문화의 보고가 가득한 바티칸 박물관을 65분 다큐멘터리로 볼 수 있는 ‘바티칸뮤지엄3D'가 내일 개봉한다.
20per	culture	문화, 이할문장, 요약 : 화자1]두 마리의 거대한 바다뱀의 공격을 받아 죽은 트로이의 라오콘과 그의 두 아들의 모습이 생생하게 조각된 기원전 1세기 작품 ‘라오콘 군상’, 미켈란젤로의 예술작품에 심대한 영향을 끼친 아테네 조각가 아폴로니오스의 작품 ‘벨베데레의 토르소’, 성모 마리아가 숨이 멎은 예수를 안고 있는 미켈란젤로의 피에타상, 그리고 시스티나 성당의 천장 프레스코화 ‘아담의 창조’까지. 이 모든 인류문화의 보고가 어디에 있을까. 바로 바티칸의 박물관에 있습니다. 바티칸박물관은 로마 교황청 바티칸궁 내의 기념물, 박물관, 회화관 등을 아우르는 명칭입니다. 24개의 미술관과 1400실에 이르는 방을 보유한 엄청난 규모의 전시공간입니다. 1506년 당시 교황 율리우스2세가 건립하여 지난 500년 동안 경이로운 보물들을 차곡차곡 채워 넣었습니다. 바로 그 바티칸 박물관의 위대한 걸작들을 한국에서 만나볼 수 있습니다. 이번엔 전시회가 아니라 영화를 통해서입니다. 화자2]65분짜리 다큐멘터리 ‘바티칸 뮤지엄 3D'입니다. 3D로 제작되었기에 훨씬 생생한 감동을 느낄 수 있을 것입니다. 지난 5일(월) 오전, 서울 왕십리CGV에서는 ‘바티칸 뮤지엄3D'의 기자시사회가 열렸습니다. 영화가 공개된 뒤 우리말 내레이션을 담당한 탤런트 채시라와의 기자간담회가 이어졌습니다. 화자1]이날 기자간담회 서두에 채시라는 '고조할아버지께서 고종황제의 어진을 그린 채용신 화백입니다. 그래서 그런지 어릴적부터 그림에 관심이 많았다'며 특별한 인연을 소개했습니다. '평소 미술, 특히 서양미술사에 대한 관심이 컸고 직접 영화를 보니 바티칸 박물관을 실제로 둘러보는 듯한 느낌이 드는 대단한 작품이라는 생각이 들어 (내레이션 작업에) 응하게 되었습니다. 저를 포함한 많은 엄마들이 겨울방학 때 아이들에게 로마에 가지 않고도 바티칸을 경험할 수 있는 좋은 기회를 줄 수 있을 것입니다.'고 전했습니다. 화자2]작품에서 소장품을 소개하는 안토니오 파올루치 바티칸박물관장은 '바티칸 뮤지엄(The Vatican Museums)의 영어명칭에는 복수형 ‘-s'이 붙습니다.'며 세게 3대 박물관으로서 레오나르도 다 빈치, 미켈란젤로, 라파엘로, 반 고흐, 샤갈, 달리까지 인류문화역사의 위대한 걸작들을 한 자리에서 실감 나게 만날 볼 수 있다'고 소개했습니다. 화자1]‘바티칸 뮤지엄’은 3D 입체영상일 뿐만 아니라 울트라 고화질(UHD) 4K로 카메라로 찍어서 그 어느 때보다도 선명하고 생생한 화질을 만끽할 수 있습니다. 특히 르네상스의 천재화가 라파엘로가 그린 벽화 ‘아테네 학당’이나 미켈란젤로 평생의 역작인 시스티나 성당의 천장과 벽을 꾸민 프레스코화 ‘아담의 창조’, ‘최후의 심판’ 등을 3차원 입체화면으로 감상하는 특별한 경험도 할 수 있습니다. 화자2]‘바티칸 뮤지엄3D'는 내일 개봉됩니다.	인류문화의 보고가 가득한 바티칸의 박물관은 1506년 교황 율리우스 2세가 건립해 500년 동안 보물들을 채워 넣었는데, 그 위대한 걸작들을 한국에서 영화로 만나볼 수 있는데 65분짜리 다큐멘터리 ‘바티칸뮤지엄3D'이다. 지난 5일(월) 오전, 서울 왕십리 CGV에서 기자 시사회에서 우리말 내레이션을 담당한 채시라의 기자간담회가 있었다. 작품에서 바티칸 박물관장은 세계 3대 박물관으로써 인류문화의 위대한 걸작들을 한자리에서 만나 볼 수 있다고 했다. ‘바티칸뮤지엄3D'는 내일 개봉한다.
single	culture	문화, 단문장, 요약 : 화자1]신개념 관찰예능 '작정하고 본방사수'가 오늘 첫 선을 보입니다. 화자2]point 1. '까다로운 시청자' 장동민-김부선의 예상 밖의 리액션. 화자1]작정하고 준비한 <작정하고 본방사수>의 첫 번째 관전 포인트는 바로 '독설' 캐릭터로 화두에 오른 대표 연예인, 장동민과 김부선의 예상을 뒤엎는 리액션입니다. 화자2]TV 속의 '장동민'을 보는 시청자 '장동민'은 과연 어떤 반응을 보일까? 제작진도 미처 예상하지 못한 의외의 리액션이 기다리고 있다고 합니다. 위험수위를 넘나드는 김부선의 아슬아슬한 독설수다도 놓치면 안될 관전 포인트다. 제작진을 바짝 긴장하게 만든 '난방열사'의 독한 입담, 다시금 국민들의 답답한 속을 시원하게 뻥 뚫어줄 수 있을지 기대해도 좋을 듯합니다. 화자1]point 2. 뉴스/예능/다큐/시사까지~ 장르불문! 한 주간 화제의 프로그램을 한 눈에 쏙~. 화자2]point 3. 대~박. 무한도전 '토토가' 특집을 본 시청자들의 리얼 모습을?. 화자1]KBS에서 하는 방송이라고 여기 출연자들은 KBS 프로그램만 보는 걸까? 리얼 중에 리얼 프로그램 <작정하고 본방사수>가 타사의 인기 프로그램 시청 현장을 그대로 전할 예정입니다. 지난 주 뜨거운 화제를 불러 모은 MBC '무한도전'의 '토토가' 특집을 실제 시청자들은 어떤 반응을 보이며 시청했을까? KBS에서 다른 방송사 프로그램을 보는 시청자의 모습을 보여준다니, 이런 파격도 없을 터. 화자2]제작진은 '대한민국을 들었다 놨다 한 화제의 프로그램이라면 출연자들은 무엇이든 보게 됩니다. KBS 프로그램 말고도 타사 프로그램을 보는 출연자들의 리액션이 등장할 것'이라고 밝혔습니다. 타사 방송을 보며 눈물 나게 웃고 즐기는 출연자들의 아이러니한 상황, 상상 이상의 짜릿한 재미가 그대로 전파를 탈 예정입니다. 화자1]point 4. 공형진 목소리로 듣는 <작정하고 본방사수>. 화자2]한편, <작정하고 본방사수>는 오늘 밤 08시55분 KBS 2TV를 통해 방송됩니다.	장르 불문 한 주 간 화제 프로그램을 담은 <작정하고 본방사수>은 타사 프로그램 시청자 반응을 보여주는 파격을 보였다.
20per	culture	문화, 이할문장, 요약 : 화자1]신개념 관찰예능 '작정하고 본방사수'가 오늘 첫 선을 보입니다. 화자2]point 1. '까다로운 시청자' 장동민-김부선의 예상 밖의 리액션. 화자1]작정하고 준비한 <작정하고 본방사수>의 첫 번째 관전 포인트는 바로 '독설' 캐릭터로 화두에 오른 대표 연예인, 장동민과 김부선의 예상을 뒤엎는 리액션입니다. 화자2]TV 속의 '장동민'을 보는 시청자 '장동민'은 과연 어떤 반응을 보일까? 제작진도 미처 예상하지 못한 의외의 리액션이 기다리고 있다고 합니다. 위험수위를 넘나드는 김부선의 아슬아슬한 독설수다도 놓치면 안될 관전 포인트다. 제작진을 바짝 긴장하게 만든 '난방열사'의 독한 입담, 다시금 국민들의 답답한 속을 시원하게 뻥 뚫어줄 수 있을지 기대해도 좋을 듯합니다. 화자1]point 2. 뉴스/예능/다큐/시사까지~ 장르불문! 한 주간 화제의 프로그램을 한 눈에 쏙~. 화자2]point 3. 대~박. 무한도전 '토토가' 특집을 본 시청자들의 리얼 모습을?. 화자1]KBS에서 하는 방송이라고 여기 출연자들은 KBS 프로그램만 보는 걸까? 리얼 중에 리얼 프로그램 <작정하고 본방사수>가 타사의 인기 프로그램 시청 현장을 그대로 전할 예정입니다. 지난 주 뜨거운 화제를 불러 모은 MBC '무한도전'의 '토토가' 특집을 실제 시청자들은 어떤 반응을 보이며 시청했을까? KBS에서 다른 방송사 프로그램을 보는 시청자의 모습을 보여준다니, 이런 파격도 없을 터. 화자2]제작진은 '대한민국을 들었다 놨다 한 화제의 프로그램이라면 출연자들은 무엇이든 보게 됩니다. KBS 프로그램 말고도 타사 프로그램을 보는 출연자들의 리액션이 등장할 것'이라고 밝혔습니다. 타사 방송을 보며 눈물 나게 웃고 즐기는 출연자들의 아이러니한 상황, 상상 이상의 짜릿한 재미가 그대로 전파를 탈 예정입니다. 화자1]point 4. 공형진 목소리로 듣는 <작정하고 본방사수>. 화자2]한편, <작정하고 본방사수>는 오늘 밤 08시55분 KBS 2TV를 통해 방송됩니다.	<작정하고 본방사수>에는 장동민과 김부선이 예상을 뒤엎는 의외의 리액션을 보였고 김부선이 수위를 넘나드는 독설 수다를 보였다. 공형진 목소리로 듣는 이 방송에선 장르를 불문한 한 주간의 화제의 프로그램을 한눈에 볼 수 있다. '무한도전'의 '토토가' 특집의 시청자 반응을 담으며 타사 프로그램을 보여주는 파격을 보여준다. 제작진은 타사 프로그램을 보며 즐기는 출연자들을 볼 수 있을 거라 전했다.
single	culture	문화, 단문장, 요약 : 화자1]어제 서울 여의도 KBS별관 근처의 한 식당에서는 KBS 기획제작팀이 새롭게 준비한 두 편의 프로그램을 소개하는 기자간담회가 열렸습니다. 열정적 ‘강연’(Lecture)과 보는 재미가 있는 ‘다큐멘터리’를 결합한, 이른바 ‘렉처멘터리 쇼’ 프로그램인 ‘명견만리’와 지구 곳곳에서 벌어지는 글로벌 한 이슈를 심층적으로 다루는 ‘글로벌 정 보쇼 -세계인’입니다. 이날 KBS기획제작국의 제작피디와 진행자가 참석하여 새로운 프로그램에 대해 의욕적으로 소개했습니다. 화자2]‘강연’과 ‘다큐멘터리’를 결합한 ‘렉처멘터리 쇼’라는 새로운 포맷의 프로그램인 ‘명견만리’는 오늘밤 첫 방송될 예정입니다. 정현모 피디팀장은 '국내에서 가장 뛰어난 다큐멘터리 제작능력을 갖고 있는 KBS가 60분짜리 다큐를 제작하면서 새로운 문제의식으로 새롭게 포맷을 만들어보았습니다. 수용자 친화적이며, 인터렉티브한 방법으로 다큐적 메시지를 전해보자는 것이 우리의 목표입니다.'고 소개했습니다. 화자1]정 피디는 '우리나라 최고수준의 매력적인 강연자와 제작진이 함께, 특정주제에 대해 오랜 시간을 갖고 진정성 있는 취재를 한 후에 프레젠테이션을 합니다. 일방적 지식전수같은 강연이 아닙니다. 강연자 본인이 스스로 발로 뛰며 취재한 내용을 근거로 하여 자신의 이야기를 풀어나가는 것입니다.'고 프로그램 포맷을 소개했습니다. 화자2]정 피디는 ‘명견만리’를 통해 소개될 최고의 강연을 살짝 공개했습니다. 우선 우리나라 제일의 트렌드 전문가인 서울대 김난도 교수(소비자아동학부)가 직접 중국을 오가며 취재한 ‘차이나 3.0’이 스타트를 끊습니다. 화자1]김난도 교수에 이어서는 가수 서태지도 강단에 오른다. 정 피디는 '지난 주 서태지 씨가 우여곡절 끝에 출연하여 녹화를 끝냈습니다. 서태지 씨는 최근 ‘크리스말로윈’ 음원을 모두 공개했습니다. 저작권을 포기한 것입니다. 우리가 하려는 공유의 이야기와 맞닿아 있어 출연을 제안했다'고 말했습니다. 서태지씨는 구글의 김현유 상무와 함께 ‘지식의 공유, 플랫폼 산업 트렌드’에 대해 이야기합니다. 화자2]‘명견만리’ 제작진이 준비한 강연목록은 흥미롭다. 최근 한국을 뒤흔든 ‘김영란법’의 주인공 김영란 교수도 출연할 예정입니다. 영화감독 장진은 저출산 고령화가 불러온 청년세대 실종현상에 대해 강연을 펼칠 예정입니다. 물론 이들 모든 강연은 자신이 맡은 주제에 대해 발로 뛰며 심도깊은 취재를 합니다. ‘명견만리’는 우리 사회가 겪는 변화의 흐름을 꿰뚫어볼 수 있는 통찰력을 제시해 줄 것으로 보입니다. 화자1]오늘(12일) 밤 10시에는 ‘명견만리’ 그 첫 시간으로 ‘차이나 3.0’ 가 방송됩니다. 은 내일(13일) 방송됩니다.	강연과 다큐멘터리를 결합한 '명견만리'와 세계 이슈를 다루는 '글로벌 정보쇼-세계인'이 KBS에서 방송된다.
20per	culture	문화, 이할문장, 요약 : 화자1]어제 서울 여의도 KBS별관 근처의 한 식당에서는 KBS 기획제작팀이 새롭게 준비한 두 편의 프로그램을 소개하는 기자간담회가 열렸습니다. 열정적 ‘강연’(Lecture)과 보는 재미가 있는 ‘다큐멘터리’를 결합한, 이른바 ‘렉처멘터리 쇼’ 프로그램인 ‘명견만리’와 지구 곳곳에서 벌어지는 글로벌 한 이슈를 심층적으로 다루는 ‘글로벌 정 보쇼 -세계인’입니다. 이날 KBS기획제작국의 제작피디와 진행자가 참석하여 새로운 프로그램에 대해 의욕적으로 소개했습니다. 화자2]‘강연’과 ‘다큐멘터리’를 결합한 ‘렉처멘터리 쇼’라는 새로운 포맷의 프로그램인 ‘명견만리’는 오늘밤 첫 방송될 예정입니다. 정현모 피디팀장은 '국내에서 가장 뛰어난 다큐멘터리 제작능력을 갖고 있는 KBS가 60분짜리 다큐를 제작하면서 새로운 문제의식으로 새롭게 포맷을 만들어보았습니다. 수용자 친화적이며, 인터렉티브한 방법으로 다큐적 메시지를 전해보자는 것이 우리의 목표입니다.'고 소개했습니다. 화자1]정 피디는 '우리나라 최고수준의 매력적인 강연자와 제작진이 함께, 특정주제에 대해 오랜 시간을 갖고 진정성 있는 취재를 한 후에 프레젠테이션을 합니다. 일방적 지식전수같은 강연이 아닙니다. 강연자 본인이 스스로 발로 뛰며 취재한 내용을 근거로 하여 자신의 이야기를 풀어나가는 것입니다.'고 프로그램 포맷을 소개했습니다. 화자2]정 피디는 ‘명견만리’를 통해 소개될 최고의 강연을 살짝 공개했습니다. 우선 우리나라 제일의 트렌드 전문가인 서울대 김난도 교수(소비자아동학부)가 직접 중국을 오가며 취재한 ‘차이나 3.0’이 스타트를 끊습니다. 화자1]김난도 교수에 이어서는 가수 서태지도 강단에 오른다. 정 피디는 '지난 주 서태지 씨가 우여곡절 끝에 출연하여 녹화를 끝냈습니다. 서태지 씨는 최근 ‘크리스말로윈’ 음원을 모두 공개했습니다. 저작권을 포기한 것입니다. 우리가 하려는 공유의 이야기와 맞닿아 있어 출연을 제안했다'고 말했습니다. 서태지씨는 구글의 김현유 상무와 함께 ‘지식의 공유, 플랫폼 산업 트렌드’에 대해 이야기합니다. 화자2]‘명견만리’ 제작진이 준비한 강연목록은 흥미롭다. 최근 한국을 뒤흔든 ‘김영란법’의 주인공 김영란 교수도 출연할 예정입니다. 영화감독 장진은 저출산 고령화가 불러온 청년세대 실종현상에 대해 강연을 펼칠 예정입니다. 물론 이들 모든 강연은 자신이 맡은 주제에 대해 발로 뛰며 심도깊은 취재를 합니다. ‘명견만리’는 우리 사회가 겪는 변화의 흐름을 꿰뚫어볼 수 있는 통찰력을 제시해 줄 것으로 보입니다. 화자1]오늘(12일) 밤 10시에는 ‘명견만리’ 그 첫 시간으로 ‘차이나 3.0’ 가 방송됩니다. 은 내일(13일) 방송됩니다.	어제 서울 여의도 KBS별관 근처의 한 식당에서 열린 기자간담회에서 KBS 기획제작팀이 두 편의 새로운 프로그램 '명견만리'와 '글로벌 정보쇼-세계인'을 소개했다. '명견만리'는 ‘강연’(Lecture)과 보는 재미가 있는 ‘다큐멘터리’를 결합한 ‘렉처멘터리 쇼’ 프로그램이며, '글로벌 정보쇼-세계인'은 세계적인 이슈를 심층적으로 다루는 프로그램이다. '명견만리'는 오늘(12일) 밤 10시에 ‘차이나 3·0’을 첫방송한다.
single	culture	문화, 단문장, 요약 : 화자1]대한민국 사형제도에 대해 한 번쯤 생각하게 하는 영화가 개봉되었고 지난 주말 박스오피스 1위가 되었습니다. 김상경, 김성균, 박성웅 주연의 영화 ‘살인의뢰’입니다. 그동안 3주연속 1위 자리를 지키던 ‘킹스맨’을 꺾고 주말 박스오피스 1위를 차지했습니다. 피도 눈물도, 그리고 말도 없는 연쇄살인마 박성웅. 잔인하게 살해된 피해자는 시신조차 찾을 수 없습니다. 가족들의 눈에선 피눈물이 납니다. 사형제도가 있으면 뭐하냐. 집행도 안되고 교도소에서 따뜻한 밥 먹고 특급대우 받고 지낼 터이니 말입니다. 관객들은 영화를 보며 분노를 느끼고, 마지막 ‘사적복수’에 카타르시스를 느낀다. 화자2]주말 박스오피스 순위를 보면 ‘살인의뢰’를 필두로 채피, 위플래쉬, 소셜포비아, 드래곤 블레이드 등 새로 개봉된 영화들로 대거 물갈이를 했습니다. 그 와중에서도 ‘킹스맨’은 482만 명으로 쾌속항진 중. ‘디스트릭트9’으로 영화 팬의 찬사를 한 몸에 받았던 닐 블롬캠프의 신작 ‘채피’는 실망스럽다는 게 중평. 블롬캠프 감독의 ‘디스트릭트9’은 84만 명, ‘엘리시움’엔 120만 관객이 들었었습니다. 이번 아카데미에서 J.K시몬스에게 남우조연상을 안겨준 ‘위플래쉬’는 개봉전부터 평가가 좋더니 역시 좋은 영화는 관객이 알아보는 듯. 순수의 시대는 급락하고 있습니다. 중국에서는 대박 흥행기록을 수립하고 있는데 성룡의 ‘드래곤 블레이드’는 3만 9천명의 관객이 들었습니다. 성룡의 전작 ‘폴리스스토리2014’는 15만 명, 차이니즈 조디악은 31만 명의 관객이 들었습니다. 한국에서의 성룡 티켓 파워가 예전 같지 않다. 화자1]이번 주에는 디즈니 애니메이션 ‘신데렐라’가 개봉됩니다. 그리고 ‘요즘 액션대세’ 리암 니슨 아저씨의 ‘런 올 나이트’와 제이슨 스타뎀 주연의 ‘와일드 카드’ 가 격돌합니다. 이들 작품 외에 눈여겨 볼 작품이 다수 개봉됩니다. 찰리 채플린의 걸작 흑백무성영화 ‘모던 타임즈’가 디지털 리마스터링 필름으로 극장에 내걸리고, 다큐멘터리 ‘그라운드의 이방인’과 지블리의 마지막 애니메이션 ‘추억의 마니’(요네바야시 히로마사 감독)도 영화 팬을 찾습니다. 그 와중에 강지환 주연작품 ‘태양을 쏴라’도 기대하시라. 화자2]2015년 주말 박스오피스.	주말 박스오피스에 김상경, 김성균, 박성웅 주연의 영화 '살인의뢰'가 '킹스맨'을 꺾고 1위에 올랐다.
